Statistical profiling result from isolate-0x557c6d30e000-78503-v8.log, (213525 ticks, 43771 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            JS: *Document.toObject /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:4076:39
      1   50.0%        JS: *VirtualType.applyGetters /home/adrian/Brokeify/server/node_modules/mongoose/lib/virtualType.js:143:46
      1  100.0%          JS: *Document.get /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1893:34
      1  100.0%            JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:196:20
    128    1.2%    JS: *SchemaObjectId.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/objectId.js:227:41
     71   55.5%      JS: *init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:733:14
     71  100.0%        JS: *Document.$__init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:679:38
     71  100.0%          JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
     71  100.0%            JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
     42   32.8%      JS: *cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/cast.js:36:31
     33   78.6%        JS: *Query.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4884:32
     33  100.0%          JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     33  100.0%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      9   21.4%        JS: *Query._castConditions /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2310:43
      9  100.0%          JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      9  100.0%            JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     11    8.6%      JS: *SchemaArray.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/array.js:342:38
     11  100.0%        JS: *init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:733:14
     11  100.0%          JS: *Document.$__init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:679:38
     11  100.0%            JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
      2    1.6%      JS: *SchemaType.getDefault /home/adrian/Brokeify/server/node_modules/mongoose/lib/schemaType.js:1171:43
      2  100.0%        JS: *applyDefaults /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/applyDefaults.js:5:40
      2  100.0%          JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
      1   50.0%            JS: ^Subdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/subdocument.js:18:21
      1   50.0%            JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
      2    1.6%      JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
      2  100.0%        JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
      2  100.0%          JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
      2  100.0%            JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
    122    1.2%    JS: *onceWrapper node:events:628:21
    122  100.0%      JS: *emit node:events:466:44
     70   57.4%        JS: *cleanup /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:702:18
     70  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     70  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     52   42.6%        JS: *endSession /home/adrian/Brokeify/server/node_modules/mongodb/lib/sessions.js:123:21
     44   84.6%          JS: *cleanup /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:702:18
     44  100.0%            JS: *cursorInit /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:625:21
      8   15.4%          JS: *executeOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:32:32
      8  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
    121    1.1%    JS: *sendCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:261:23
     93   76.9%      Builtin: AsyncGeneratorPrototypeNext
     93  100.0%        JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:324:18
     93  100.0%          JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
     93  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     28   23.1%      Builtin: AsyncGeneratorAwaitResolveClosure
     28  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     28  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35

   4268    2.0%  Builtin: KeyedLoadIC_Megamorphic
    416    9.7%    JS: *init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:733:14
    415   99.8%      JS: *Document.$__init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:679:38
    415  100.0%        JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
    414   99.8%          JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
    368   88.9%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     46   11.1%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
    346    8.1%    JS: *applyDefaults /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/applyDefaults.js:5:40
    317   91.6%      JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
    313   98.7%        JS: *Model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:117:15
    313  100.0%          JS: *model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:4771:27
    313  100.0%            JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
      4    1.3%        JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
      3   75.0%          JS: *EmbeddedDocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:130:28
      3  100.0%            JS: *SchemaDocumentArray.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:402:46
      1   25.0%          JS: *_cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/documentArray/methods/index.js:52:8
      1  100.0%            JS: *_mapCast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:262:11
     27    7.8%      JS: *Document.$__init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:679:38
     27  100.0%        JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
     27  100.0%          JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
     24   88.9%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
      3   11.1%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
    331    7.8%    JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:196:20
     65   19.6%      JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
     65  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     65  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     65  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     58   17.5%      JS: *updateInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:342:40
     56   96.6%        Builtin: AsyncFunctionAwaitResolveClosure
     56  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     56  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    3.4%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     45   13.6%      JS: *processDiscretionaryExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:653:51
     43   95.6%        Builtin: AsyncFunctionAwaitResolveClosure
     43  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     43  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    4.4%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     42   12.7%      JS: *rebalanceInvestments file:///home/adrian/Brokeify/server/computation/simulator.js:939:43
     38   90.5%        Builtin: AsyncFunctionAwaitResolveClosure
     38  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     38  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      4    9.5%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     19    5.7%      JS: *processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:570:38
     18   94.7%        Builtin: AsyncFunctionAwaitResolveClosure
     18  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     18  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1    5.3%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     19    5.7%      JS: *adjustEventAmount file:///home/adrian/Brokeify/server/computation/simulator.js:215:40
     13   68.4%        Builtin: AsyncFunctionAwaitResolveClosure
     13  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     13  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      6   31.6%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      6  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      6  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     11    3.3%      JS: *sample file:///home/adrian/Brokeify/server/computation/simulator.js:92:29
     11  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     11  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     11  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     10    3.0%      JS: ^processDiscretionaryExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:653:51
      9   90.0%        Builtin: AsyncFunctionAwaitResolveClosure
      9  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      9  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      1   10.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      1  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      1  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      9    2.7%      JS: ^<anonymous> file:///home/adrian/Brokeify/server/computation/simulator.js:1145:43
      9  100.0%        Builtin: ArrayFilter
      9  100.0%          JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      9  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      6    1.8%      JS: *performRothConversion file:///home/adrian/Brokeify/server/computation/simulator.js:393:44
      4   66.7%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      2   33.3%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      5    1.5%      JS: ^calculateTaxes file:///home/adrian/Brokeify/server/computation/simulator.js:486:31
      5  100.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      5  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      5  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      5    1.5%      JS: *idGetter /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/schema/idGetter.js:28:18
      5  100.0%        JS: *VirtualType.applyGetters /home/adrian/Brokeify/server/node_modules/mongoose/lib/virtualType.js:143:46
      5  100.0%          JS: *Document.get /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1893:34
      3   60.0%            JS: *processExpenses file:///home/adrian/Brokeify/server/computation/simulator.js:570:38
      2   40.0%            JS: *get /home/adrian/Brokeify/server/node_modules/mongoose/lib/helpers/document/compile.js:196:20
      4    1.2%      JS: ^processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:785:46
      2   50.0%        JS: ^simulate file:///home/adrian/Brokeify/server/computation/simulator.js:1062:31
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      2   50.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      4    1.2%      JS: *processInvestmentEvents file:///home/adrian/Brokeify/server/computation/simulator.js:785:46
      4  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      4  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    225    5.3%    JS: *Document.$__init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:679:38
    225  100.0%      JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
    225  100.0%        JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
    194   86.2%          JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
    194  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     31   13.8%          JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     31  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
    199    4.7%    JS: *Document /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:89:18
    185   93.0%      JS: *Model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:117:15
    185  100.0%        JS: *model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:4771:27
    184   99.5%          JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
    184  100.0%            JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
     13    6.5%      JS: *ArraySubdocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/arraySubdocument.js:25:26
     12   92.3%        JS: *EmbeddedDocument /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:130:28
     11   91.7%          JS: *SchemaDocumentArray.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema/documentArray.js:402:46
     11  100.0%            JS: *$set /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:1037:40
      1    8.3%          JS: ^_cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/documentArray/methods/index.js:52:8
      1  100.0%            JS: ^_mapCast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:262:11
      1    7.7%        JS: *_cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/documentArray/methods/index.js:52:8
      1  100.0%          JS: *_mapCast /home/adrian/Brokeify/server/node_modules/mongoose/lib/types/array/methods/index.js:262:11
      1  100.0%            Builtin: ArrayMap
    149    3.5%    JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:41:33
    149  100.0%      JS: *emit node:events:466:44
     69   46.3%        JS: *checkIn /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:179:12
     68   98.6%          JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
     68  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1    1.4%          JS: ^command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     45   30.2%        JS: *checkOut /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:131:19
     45  100.0%          JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
     41   91.1%            JS: *execute /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find.js:28:18
      4    8.9%            JS: *executeCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/command.js:45:25
     27   18.1%        JS: *processWaitQueue /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:423:21
     27  100.0%          JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:147:26
     27  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      7    4.7%        JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
      7  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      7  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
    141    3.3%    JS: *emit node:events:466:44
     42   29.8%      JS: *readMany /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:417:20
     42  100.0%        Builtin: AsyncGeneratorAwaitResolveClosure
     42  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     42  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     40   28.4%      JS: *checkIn /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:179:12
     40  100.0%        JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
     40  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     40  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     26   18.4%      JS: *checkOut /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:131:19
     26  100.0%        JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
     20   76.9%          JS: *execute /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find.js:28:18
     20  100.0%            JS: *tryOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:129:28
      6   23.1%          JS: *executeCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/command.js:45:25
      6  100.0%            JS: *execute /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/find_and_modify.js:64:18
     19   13.5%      JS: *processWaitQueue /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:423:21
     19  100.0%        JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection_pool.js:147:26
     19  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      5    3.5%      JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/mongo_client.js:229:37
      5  100.0%        JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/topology.js:493:26
      5  100.0%          JS: *<anonymous> /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:41:33
      5  100.0%            JS: *emit node:events:466:44
      4    2.8%      JS: *Readable.push node:internal/streams/readable:387:35
      4  100.0%        JS: *onStreamRead node:internal/stream_base_commons:166:22
      2    1.4%      JS: *command /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/server.js:130:18
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    1.4%      JS: *cleanup /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:702:18
      2  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
      2  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
    115    2.7%    JS: *Timeout /home/adrian/Brokeify/server/node_modules/mongodb/lib/timeout.js:39:16
    115  100.0%      JS: *selectServer /home/adrian/Brokeify/server/node_modules/mongodb/lib/sdam/topology.js:247:23
    115  100.0%        JS: *tryOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:129:28
    115  100.0%          JS: *executeOperation /home/adrian/Brokeify/server/node_modules/mongodb/lib/operations/execute_operation.js:32:32
    103   89.6%            JS: *cursorInit /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:625:21
      9    7.8%            JS: *findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongodb/lib/collection.js:499:27
     96    2.2%    JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
     96  100.0%      JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
     90   93.8%        JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     90  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     90  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      6    6.3%        JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      6  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      6  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     92    2.2%    Builtin: CallApiCallbackOptimizedNoProfiling
     92  100.0%      JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     91    2.1%    JS: *onData /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/wire_protocol/on_data.js:12:16
     91  100.0%      JS: *readMany /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:417:20
     91  100.0%        Builtin: AsyncGeneratorPrototypeNext
     91  100.0%          JS: *sendWire /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:225:20
     91  100.0%            Builtin: AsyncGeneratorAwaitResolveClosure
     86    2.0%    JS: *Model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:117:15
     86  100.0%      JS: *model /home/adrian/Brokeify/server/node_modules/mongoose/lib/model.js:4771:27
     86  100.0%        JS: *completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3247:21
     86  100.0%          JS: *Query._completeOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2557:40
     75   87.2%            JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     11   12.8%            JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
     83    1.9%    JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     81   97.6%      JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     81  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     81  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     81  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      2    2.4%      JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      2  100.0%        JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      2  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      2  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     77    1.8%    JS: *cursorInit /home/adrian/Brokeify/server/node_modules/mongodb/lib/cursor/abstract_cursor.js:625:21
     77  100.0%      Builtin: AsyncFunctionAwaitResolveClosure
     77  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     77  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     67    1.6%    JS: *_write node:internal/streams/writable:453:16
     67  100.0%      JS: *writeCommand /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:371:23
     67  100.0%        Builtin: AsyncFunctionAwaitResolveClosure
     67  100.0%          Builtin: CallApiCallbackOptimizedNoProfiling
     67  100.0%            JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     60    1.4%    Builtin: AsyncFunctionAwaitResolveClosure
     60  100.0%      Builtin: CallApiCallbackOptimizedNoProfiling
     60  100.0%        JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     59    1.4%    JS: *readMany /home/adrian/Brokeify/server/node_modules/mongodb/lib/cmap/connection.js:417:20
     56   94.9%      Builtin: AsyncGeneratorReturnResolveClosure
     56  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
     56  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
      3    5.1%      Builtin: AsyncGeneratorAwaitResolveClosure
      3  100.0%        Builtin: CallApiCallbackOptimizedNoProfiling
      3  100.0%          JS: *processTicksAndRejections node:internal/process/task_queues:72:35
     52    1.2%    JS: *Query._optionsForExec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2058:43
     42   80.8%      JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     41   97.6%        JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     41  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
     41  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
      1    2.4%        JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      1  100.0%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      1  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      6   11.5%      JS: *_getOption /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3758:20
      6  100.0%        JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      6  100.0%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      6  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      4    7.7%      JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      4  100.0%        JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%            Builtin: CallApiCallbackOptimizedNoProfiling
     48    1.1%    JS: *cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/cast.js:36:31
     46   95.8%      JS: *Query.cast /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4884:32
     46  100.0%        JS: *_findOne /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2646:51
     46  100.0%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
     46  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      2    4.2%      JS: *Query._castConditions /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:2310:43
      2  100.0%        JS: *_findOneAndUpdate /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:3419:69
      2  100.0%          JS: *exec /home/adrian/Brokeify/server/node_modules/mongoose/lib/query.js:4403:43
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
     46    1.1%    JS: *Schema.path /home/adrian/Brokeify/server/node_modules/mongoose/lib/schema.js:1046:33
     25   54.3%      JS: *init /home/adrian/Brokeify/server/node_modules/mongoose/lib/document.js:733:14
